"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.2","log2fold_change","Auc"
"306","ENSG00000140479","hurdle",1.73941330585812e-20,-3.314192,-2.099784,1.214408,0.538
"274","ENSG00000134668","hurdle",1.10047383508779e-32,-3.321928,-2.081263,1.240665,0.538
"232","ENSG00000126091","hurdle",7.94903673088345e-17,-3.244541,-1.966975,1.277566,0.538
"231","ENSG00000126005","hurdle",2.84370946323887e-13,-2.16452,-1.154893,1.009627,0.538
"217","ENSG00000124570","hurdle",4.65571807217552e-12,-2.51,-1.41611,1.09389,0.538
"215","ENSG00000124302","hurdle",2.34625370700891e-23,-3.32148,-2.097583,1.223897,0.538
"208","ENSG00000122786","hurdle",2.01163403244033e-27,-3.318606,-1.906184,1.412422,0.538
"117","ENSG00000103512","hurdle",1.46415308328337e-17,-3.221565,-2.024052,1.197513,0.538
"81","ENSG00000099256","hurdle",1.81887681568814e-20,-3.309608,-1.990584,1.319024,0.538
"618","ENSG00000257365","hurdle",1.84632944952908e-10,-3.28867,-2.265756,1.022914,0.537
"493","ENSG00000178585","hurdle",5.16199336569749e-08,-2.960609,-1.898424,1.062185,0.537
"417","ENSG00000164305","hurdle",1.95684217965469e-19,-3.210416,-1.917372,1.293044,0.537
"345","ENSG00000148343","hurdle",1.11960810817e-14,-3.200165,-2.017159,1.183006,0.537
"196","ENSG00000119242","hurdle",1.749782977688e-11,-3.201012,-2.102751,1.098261,0.537
"432","ENSG00000166974","hurdle",1.95109595618112e-09,-3.028196,-2.011355,1.016841,0.536
"396","ENSG00000160991","hurdle",4.68631638374764e-14,-2.984251,-1.71026,1.273991,0.536
"198","ENSG00000119782","hurdle",7.74490512088117e-14,-3.275115,-2.179336,1.095779,0.536
"76","ENSG00000091317","hurdle",1.20063289471517e-09,-2.56221,-1.559037,1.003173,0.536
"66","ENSG00000087206","hurdle",1.32288548407494e-14,-3.097885,-1.815339,1.282546,0.536
"611","ENSG00000244041","hurdle",6.76805106662896e-13,-3.229407,-2.186755,1.042652,0.535
"610","ENSG00000243709","hurdle",7.49168593363734e-20,-3.321276,-2.209484,1.111792,0.535
"555","ENSG00000197852","hurdle",7.50913551916349e-20,-3.314832,-2.096728,1.218104,0.535
"517","ENSG00000184574","hurdle",6.63416029443992e-11,-3.157389,-2.140696,1.016693,0.535
"495","ENSG00000179348","hurdle",8.00587592734324e-20,-3.31852,-2.280659,1.037861,0.535
"473","ENSG00000173626","hurdle",9.66164796890691e-28,-3.321197,-1.903391,1.417806,0.535
"375","ENSG00000156639","hurdle",3.61400703647883e-10,-3.057587,-2.030976,1.026611,0.535
"236","ENSG00000127533","hurdle",9.50107470219446e-25,-3.320991,-2.131669,1.189322,0.535
"139","ENSG00000106366","hurdle",1.8954061035122e-19,-3.321928,-2.012007,1.309921,0.535
"124","ENSG00000104765","hurdle",1.46439162745665e-14,-2.576494,-1.421626,1.154868,0.535
"121","ENSG00000104164","hurdle",4.29646135733033e-07,-3.074009,-1.987042,1.086967,0.535
"92","ENSG00000100399","hurdle",2.17070146378545e-18,-3.307453,-2.120914,1.186539,0.535
"61","ENSG00000085117","hurdle",1.41147555313014e-11,-2.721805,-1.647515,1.07429,0.535
"567","ENSG00000203813","hurdle",1.04626845152907e-17,-3.295981,-2.165734,1.130247,0.534
"559","ENSG00000198695","hurdle",2.59508741682894e-14,-3.121884,-2.053677,1.068207,0.534
"444","ENSG00000167705","hurdle",6.23442444235977e-12,-3.188565,-2.006979,1.181586,0.534
"298","ENSG00000138758","hurdle",7.00708517243513e-09,-3.039053,-2.030422,1.008631,0.534
"454","ENSG00000168765","hurdle",8.21771032753204e-12,-3.027839,-1.929502,1.098337,0.533
"364","ENSG00000152229","hurdle",5.89347809137136e-13,-3.178708,-2.04982,1.128888,0.533
"389","ENSG00000159625","hurdle",1.11074943884266e-22,-3.321248,-2.119521,1.201727,0.532
"371","ENSG00000156206","hurdle",9.63809149263828e-25,-3.32136,-2.179044,1.142316,0.532
"165","ENSG00000111554","hurdle",3.1400890420699e-11,-3.139709,-2.109156,1.030553,0.532
"148","ENSG00000108576","hurdle",3.7516848005393e-24,-3.320779,-2.281287,1.039492,0.532
"37","ENSG00000066697","hurdle",1.32065568226113e-17,-3.275551,-2.029622,1.245929,0.531
"598","ENSG00000229124","hurdle",7.19152398301281e-19,-2.946007,-1.723634,1.222373,0.53
"478","ENSG00000175294","hurdle",4.52977098627323e-08,-3.217426,-2.185375,1.032051,0.53
"452","ENSG00000168517","hurdle",5.47326311214022e-10,-3.255216,-2.242079,1.013137,0.53
"407","ENSG00000162852","hurdle",3.2995305394597e-13,-3.013873,-1.975172,1.038701,0.53
"252","ENSG00000129691","hurdle",8.24227546938201e-11,-3.089559,-2.064742,1.024817,0.53
"156","ENSG00000109790","hurdle",4.20381200661722e-15,-3.252685,-2.027186,1.225499,0.53
"628","ENSG00000272979","hurdle",2.08246624320229e-24,-3.318481,-2.042393,1.276088,0.529
"310","ENSG00000141298","hurdle",4.25808762782285e-12,-2.849311,-1.805257,1.044054,0.529
"129","ENSG00000105355","hurdle",1.308160685188e-12,-2.988895,-1.8368,1.152095,0.529
"140","ENSG00000106484","hurdle",9.84608146142111e-14,-3.210346,-2.100603,1.109743,0.528
"299","ENSG00000138835","hurdle",3.0178953799561e-12,-3.087716,-2.018033,1.069683,0.527
"605","ENSG00000236936","hurdle",9.63809149302473e-25,-3.321297,-2.292007,1.02929,0.526
"602","ENSG00000233968","hurdle",2.29498527651071e-15,-3.318569,-2.231529,1.08704,0.526
"573","ENSG00000204438","hurdle",1.53221756713195e-11,-2.901184,-1.889713,1.011471,0.525
"159","ENSG00000110013","hurdle",3.35937311990568e-19,-3.298987,-2.189564,1.109423,0.525
"295","ENSG00000138594","hurdle",4.69023747646348e-10,-2.876798,-1.847016,1.029782,0.524
"223","ENSG00000125375","hurdle",3.1407024991142e-11,-2.932373,-1.916845,1.015528,0.524
"328","ENSG00000143797","hurdle",6.90689069276196e-14,-3.313809,-2.030102,1.283707,0.52
"203","ENSG00000121749","hurdle",1.55771795222247e-10,-3.131937,-2.100595,1.031342,0.519
"601","ENSG00000233554","hurdle",4.05754446437166e-12,-3.299949,-2.253276,1.046673,0.517
